NonDetectFlag,Parameter ID,S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,86,130000,,8,102,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
FALSE,86,130000,,5,102,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
FALSE,86,42000,,6.24,101,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
FALSE,86,42000,,5,101,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
FALSE,86,42000,,4.6,101,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
FALSE,86,42000,,4,101,48,,,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,145100,,4,184,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,23000,,4,183,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,15800,,60,182,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,15800,,30,182,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,15800,,12,182,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,15800,,4,182,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,15800,,2,182,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,21400,,60,181,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,21400,,6,181,38,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,14000,,4,103,48,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,130000,,4,102,48,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,86,42000,,4,101,48,,<,"Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter",p00310
TRUE,1605,30000,,0.02,186,38,,<,"Bis(2-chloroethoxy)methane, water, unfiltered, recoverable, micrograms per liter",p34278
TRUE,1605,145100,,1,184,38,,<,"Bis(2-chloroethoxy)methane, water, unfiltered, recoverable, micrograms per liter",p34278
TRUE,1605,145100,,0.99,184,38,,<,"Bis(2-chloroethoxy)methane, water, unfiltered, recoverable, micrograms per liter",p34278
TRUE,1601,30000,,0.03,186,38,,<,"Bis(2-chloroethyl) ether, water, unfiltered, recoverable, micrograms per liter",p34273
TRUE,1601,145100,,1,184,38,,<,"Bis(2-chloroethyl) ether, water, unfiltered, recoverable, micrograms per liter",p34273
TRUE,1601,145100,,0.99,184,38,,<,"Bis(2-chloroethyl) ether, water, unfiltered, recoverable, micrograms per liter",p34273
TRUE,1609,30000,,0.02,186,38,,<,"Bis(2-chloroisopropyl) ether, water, unfiltered, recoverable, micrograms per liter",p34283
TRUE,1609,145100,,1,184,38,,<,"Bis(2-chloroisopropyl) ether, water, unfiltered, recoverable, micrograms per liter",p34283
TRUE,1609,145100,,0.99,184,38,,<,"Bis(2-chloroisopropyl) ether, water, unfiltered, recoverable, micrograms per liter",p34283
FALSE,2303,30000,,14,186,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,30000,,4.1,186,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,30000,,3.1,186,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,30000,,2.1,186,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,30000,,1.2,186,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,21,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,8.2,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,8,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,7.6,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,5.1,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,145100,,3.9,184,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,23000,,3.2,183,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,23000,,1.7,183,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,23000,,0.87,183,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,21400,,7.1,181,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,21400,,4.3,181,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,21400,,3.6,181,38,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,4.7,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,4,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3.8,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3.77,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3.7,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3.64,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3.5,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,3,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,2.6,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,2.5,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,2.2,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,2.1,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,16500,,1.26,140,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,4.9,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,4.6,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,4.2,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,4.1,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,4,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,3.93,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,3.9,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,3.8,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,78500,,3.1,139,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,9.74,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,7.6,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,7.1,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,6.9,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,6.8,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,4.5,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,3.2,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,1.63,138,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,9.46,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,7.7,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,7.4,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,6.5,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,5.4,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,4.39,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,2303,126000,,2.9,137,48,,,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,145100,,6.1,184,38,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,23000,,3.3,183,38,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,16500,,1.7,140,48,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,16500,,0.09,140,48,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,126000,,0.2,138,48,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
TRUE,2303,126000,,0.2,137,48,,<,"Bis(2-ethylhexyl) phthalate, water, unfiltered, recoverable, micrograms per liter",p39100
FALSE,288,8000,,1.74,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,1.59,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,1.57,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,1.52,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,1.45,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,0.05,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,0.03,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,8000,,0.02,187,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.44,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.21,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.17,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.12,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.08,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.07,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,30000,,0.03,186,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,21000,,0.06,185,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.29,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.27,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.2,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.17,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.14,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.12,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.11,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.1,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.09,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.08,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.07,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,145100,,0.06,184,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.56,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.13,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.09,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.07,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.05,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.04,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.03,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,23000,,0.02,183,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.7,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.42,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.15,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.13,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.11,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.07,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.06,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.05,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.03,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,15800,,0.02,182,38,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,16500,,0.04,140,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,16500,,0.03,140,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,78500,,0.08,139,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,126000,,0.19,138,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,126000,,0.17,137,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.35,108,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.25,108,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.23,108,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,160000,,0.35,106,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,160000,,0.26,106,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,160000,,0.25,106,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,160000,,0.21,106,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.48,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.42,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.39,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.31,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.28,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.23,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.21,105,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.43,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.39,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.34,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.28,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.26,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,90000,,0.25,104,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.76,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.56,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.48,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.38,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.37,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.3,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,130000,,0.22,102,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,288,42000,,0.24,101,48,,,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,8000,,0.01,187,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,145100,,1,184,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,23000,,1,183,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,23000,,0.03,183,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,23000,,0.02,183,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,15800,,1,182,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,15800,,0.005,182,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,21400,,5,181,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,21400,,1,181,38,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,16500,,0.1,140,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,16500,,0.002,140,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,90000,,0.1,108,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,90000,,0.1,107,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,160000,,0.1,106,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,130000,,0.1,105,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,90000,,0.1,104,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,14000,,1,103,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,14000,,0.2,103,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,130000,,0.2,102,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
TRUE,288,42000,,0.2,101,48,,<,"Cadmium, water, filtered, micrograms per liter",p01025
FALSE,290,8000,,1.75,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,8000,,0.21,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,8000,,0.11,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,8000,,0.09,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,8000,,0.08,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,8000,,0.07,187,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.95,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.53,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.49,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.45,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.43,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.4,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.26,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.15,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,30000,,0.09,186,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,21000,,1.33,185,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,2.34,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,1.92,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,1.81,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,1.17,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,1.11,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.95,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.91,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.9,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.81,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.73,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.72,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.68,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.66,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.56,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.44,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.43,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.4,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.29,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.26,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.25,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.21,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.2,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.19,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,145100,,0.15,184,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,1.03,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.85,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.59,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.34,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.29,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.25,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.22,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.21,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.2,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.19,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.15,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.13,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.12,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.1,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.09,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.08,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.06,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,23000,,0.05,183,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,1.24,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.84,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.38,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.29,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.28,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.24,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.23,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.22,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.18,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.16,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.14,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.12,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.1,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.07,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,15800,,0.006,182,38,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
