,Location,study_name,parameter,type,season,concentration,nondetect_flag,study_id,access_id,field_collection_end_date,field_collection_start_date,SiteID,COM,RES,constant,depSplusN,impervious,logPopulation,logTraffic,nighttime_lights,pm25,population,roadDensity,traffic
11,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,2.7636,FALSE,WAR044501_S8D,100185,NA,12/9/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
12,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Lead - Water - Total,COM,4,4.65,FALSE,WAR044501_S8D,33285,10/14/2009,10/14/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
13,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.0749,FALSE,WAR044501_S8D,103427,NA,11/1/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
14,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Lead - Water - Total,COM,2,11.4,FALSE,WAR044501_S8D,21592,4/2/2010,4/2/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
15,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,4,73600,FALSE,WAR044501_S8D,38757,11/23/2012,11/23/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
16,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.047,TRUE,WAR044501_S8D,103444,NA,12/13/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
17,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,4,0.7916,FALSE,WAR044501_S8D,100152,NA,10/10/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
18,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.217,FALSE,WAR044501_S8D,103437,NA,10/28/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
19,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,1,92.9,FALSE,WAR044501_S8D,20662,3/25/2010,3/25/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
20,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,3,77500,FALSE,WAR044501_S8D,31693,9/19/2009,9/19/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
21,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,4,128000,FALSE,WAR044501_S8D,36135,11/2/2011,11/2/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
22,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,1,0.0966,FALSE,WAR044501_S8D,103421,NA,2/24/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
23,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,1,208000,FALSE,WAR044501_S8D,19657,3/13/2013,3/13/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
24,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,1,60000,FALSE,WAR044501_S8D,17543,2/25/2013,2/25/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
25,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,4,0.1911,FALSE,WAR044501_S8D,100100,NA,11/5/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
26,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.0824,FALSE,WAR044501_S8D,103439,NA,11/16/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
27,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,2,0.2331,FALSE,WAR044501_S8D,103433,NA,4/13/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
28,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,4,0.2106,FALSE,WAR044501_S8D,100181,NA,11/23/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
29,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,4,0.2572,FALSE,WAR044501_S8D,102214,NA,11/1/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
30,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,1,0.3916,FALSE,WAR044501_S8D,100110,NA,3/25/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
31,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,1,112000,FALSE,WAR044501_S8D,20615,3/25/2010,3/25/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
32,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,2,101,FALSE,WAR044501_S8D,24729,4/27/2011,4/26/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
33,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,4.1394,FALSE,WAR044501_S8D,100162,NA,10/28/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
34,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,2,0.4366,FALSE,WAR044501_S8D,102228,NA,4/26/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
35,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,1,211,FALSE,WAR044501_S8D,18249,3/3/2013,3/2/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
36,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,1,165,FALSE,WAR044501_S8D,19664,3/13/2013,3/13/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
37,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,1,131,FALSE,WAR044501_S8D,19468,3/11/2010,3/11/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
38,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,3,0.1311,FALSE,WAR044501_S8D,100094,NA,9/19/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
39,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,2,214,FALSE,WAR044501_S8D,24430,4/27/2010,4/26/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
40,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,1,124,FALSE,WAR044501_S8D,18888,3/7/2013,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
41,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,1,0.3219,FALSE,WAR044501_S8D,100141,NA,1/20/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
42,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,4,51,FALSE,WAR044501_S8D,35672,11/1/2010,11/1/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
43,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,1,0.0825,FALSE,WAR044501_S8D,103449,NA,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
44,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.1622,FALSE,WAR044501_S8D,102204,NA,3/11/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
45,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,3.2653,FALSE,WAR044501_S8D,100191,NA,12/15/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
46,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,4,149,FALSE,WAR044501_S8D,40253,12/14/2012,12/13/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
47,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,4,135,FALSE,WAR044501_S8D,36582,11/6/2009,11/5/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
48,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.2304,FALSE,WAR044501_S8D,102258,NA,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
49,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,2,68.2,FALSE,WAR044501_S8D,24436,4/27/2010,4/26/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
50,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Copper - Water - Total,COM,4,19,FALSE,WAR044501_S8D,35684,11/1/2010,11/1/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
51,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,1,0.0707,FALSE,WAR044501_S8D,103423,NA,3/25/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
52,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.047,TRUE,WAR044501_S8D,103440,NA,10/18/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
53,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,4,0.6982,FALSE,WAR044501_S8D,102230,NA,10/10/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
54,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,1,0.2707,FALSE,WAR044501_S8D,100202,NA,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
55,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,4,0.2923,FALSE,WAR044501_S8D,100133,NA,12/7/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
56,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,1,175,FALSE,WAR044501_S8D,13095,1/6/2011,1/5/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
57,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,1,160,FALSE,WAR044501_S8D,18889,3/7/2013,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
58,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phthalate - Water - Total,COM,4,2.675,FALSE,WAR044501_S8D,100131,NA,11/30/2010,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
59,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,1,73,FALSE,WAR044501_S8D,17541,2/25/2013,2/25/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
60,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,1,59.2,FALSE,WAR044501_S8D,18922,3/7/2013,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
61,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Copper - Water - Total,COM,4,22.8,FALSE,WAR044501_S8D,36149,11/2/2011,11/2/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
62,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.375,FALSE,WAR044501_S8D,102220,NA,1/5/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
63,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,1,0.6243,FALSE,WAR044501_S8D,100136,NA,1/5/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
64,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total PAH - Water - Total,COM,2,0.58,FALSE,WAR044501_S8D,100149,NA,4/26/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
65,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,4,42000,FALSE,WAR044501_S8D,33283,10/14/2009,10/14/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
66,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Zinc - Water - Total,COM,1,396,FALSE,WAR044501_S8D,14212,1/23/2013,1/23/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
67,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,1,168,FALSE,WAR044501_S8D,17542,2/25/2013,2/25/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
68,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.1663,FALSE,WAR044501_S8D,102254,NA,2/25/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
69,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,1,0.0987,FALSE,WAR044501_S8D,103431,NA,1/20/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
70,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,4,0.0094,TRUE,WAR044501_S8D,103420,NA,11/5/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
71,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,1,187,FALSE,WAR044501_S8D,19651,3/13/2013,3/13/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
72,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,4,144,FALSE,WAR044501_S8D,39768,12/10/2012,12/9/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
73,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Copper - Water - Total,COM,1,15.6,FALSE,WAR044501_S8D,18918,3/7/2013,3/6/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
74,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,4,73600,FALSE,WAR044501_S8D,36583,11/6/2009,11/5/2009,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
75,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,4,406,FALSE,WAR044501_S8D,35209,10/28/2011,10/28/2011,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
76,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,HPAH - Water - Total,COM,1,0.576,FALSE,WAR044501_S8D,102252,NA,2/5/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
77,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Phosphorus - Water - Total,COM,4,97.9,FALSE,WAR044501_S8D,40256,12/14/2012,12/13/2012,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
78,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Nitrite-Nitrate - Water - Dissolved,COM,1,144,FALSE,WAR044501_S8D,18234,3/3/2013,3/2/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
79,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Total Suspended Solids - Water - Total,COM,1,298000,FALSE,WAR044501_S8D,15837,2/6/2013,2/5/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
80,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,CPAH - Water - Total,COM,1,0.1537,FALSE,WAR044501_S8D,103450,NA,3/13/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
81,KICCOMS8D_OUT,King County Phase I Municipal Stormwater Permit,Lead - Water - Total,COM,1,11.2,FALSE,WAR044501_S8D,18243,3/3/2013,3/2/2013,12,0.216052452,-0.671738732,0.087559835,0.902652389,-0.039379718,-0.56353813,-0.002455577,-1.679002799,-0.750304999,-0.452124553,0.032847489,-0.223452611
